898.889389	-368.217332	0.0
898.567513	-368.599947	0.0
898.245636	-368.982562	0.0
897.923760	-369.365176	0.0
897.601883	-369.747791	0.0
897.280006	-370.130406	0.0
896.958130	-370.513020	0.0
896.636253	-370.895635	0.0
896.314376	-371.278249	0.0
895.992499	-371.660863	0.0
895.670622	-372.043478	0.0
895.348745	-372.426092	0.0
895.026868	-372.808707	0.0
894.704992	-373.191321	0.0
894.383115	-373.573936	0.0
894.061238	-373.956550	0.0
893.739361	-374.339165	0.0
893.417484	-374.721779	0.0
893.095607	-375.104394	0.0
892.773731	-375.487008	0.0
892.451854	-375.869623	0.0
892.129977	-376.252237	0.0
891.808100	-376.634852	0.0
891.486223	-377.017466	0.0
891.164346	-377.400080	0.0
890.842469	-377.782695	0.0
890.520592	-378.165309	0.0
890.198715	-378.547924	0.0
889.876839	-378.930538	0.0
889.554962	-379.313152	0.0
889.233085	-379.695767	0.0
888.911208	-380.078381	0.0
888.589331	-380.460996	0.0
888.267454	-380.843610	0.0
887.945577	-381.226224	0.0
887.623700	-381.608839	0.0
887.301823	-381.991453	0.0
886.979946	-382.374068	0.0
886.658069	-382.756682	0.0
886.336192	-383.139296	0.0
886.014315	-383.521911	0.0
885.692438	-383.904525	0.0
885.370562	-384.287139	0.0
885.048685	-384.669754	0.0
884.726808	-385.052368	0.0
884.404931	-385.434983	0.0
884.083054	-385.817597	0.0
883.761178	-386.200212	0.0
883.439301	-386.582826	0.0
883.117424	-386.965441	0.0
882.794539	-387.347204	0.0
882.471653	-387.728967	0.0
882.148768	-388.110731	0.0
881.825715	-388.492352	0.0
881.502662	-388.873973	0.0
881.179609	-389.255594	0.0
880.856645	-389.637292	0.0
880.533681	-390.018991	0.0
880.210717	-390.400689	0.0
879.887769	-390.782399	0.0
879.564820	-391.164110	0.0
879.241871	-391.545821	0.0
878.918925	-391.927534	0.0
878.595979	-392.309248	0.0
878.273033	-392.690961	0.0
877.950087	-393.072674	0.0
877.627141	-393.454388	0.0
877.304196	-393.836102	0.0
876.981250	-394.217815	0.0
876.658304	-394.599528	0.0
876.335358	-394.981242	0.0
876.012412	-395.362955	0.0
875.689466	-395.744668	0.0
875.366520	-396.126381	0.0
875.043574	-396.508095	0.0
874.720628	-396.889808	0.0
874.397683	-397.271522	0.0
874.074737	-397.653236	0.0
873.751791	-398.034949	0.0
873.428846	-398.416663	0.0
873.105900	-398.798376	0.0
872.782954	-399.180090	0.0
872.460009	-399.561804	0.0
872.137063	-399.943517	0.0
871.814117	-400.325231	0.0
871.491172	-400.706944	0.0
871.168226	-401.088658	0.0
870.845281	-401.470372	0.0
870.522335	-401.852085	0.0
870.199390	-402.233799	0.0
869.876444	-402.615513	0.0
869.553499	-402.997226	0.0
869.230553	-403.378940	0.0
868.907607	-403.760654	0.0
868.584662	-404.142367	0.0
868.261716	-404.524081	0.0
867.938770	-404.905794	0.0
867.615825	-405.287508	0.0
867.292891	-405.669232	0.0
866.969957	-406.050955	0.0
866.647023	-406.432679	0.0
866.324091	-406.814404	0.0
866.001159	-407.196129	0.0
865.678228	-407.577855	0.0
865.355498	-407.959751	0.0
865.032768	-408.341648	0.0
864.710038	-408.723544	0.0
864.387342	-409.105470	0.0
864.064646	-409.487395	0.0
863.741950	-409.869321	0.0
863.419260	-410.251252	0.0
863.096571	-410.633183	0.0
862.773881	-411.015113	0.0
862.451193	-411.397045	0.0
862.128504	-411.778977	0.0
861.805816	-412.160908	0.0
861.483126	-412.542840	0.0
861.160437	-412.924771	0.0
860.837748	-413.306702	0.0
860.515059	-413.688633	0.0
860.192370	-414.070564	0.0
859.869681	-414.452495	0.0
859.546992	-414.834427	0.0
859.224303	-415.216358	0.0
858.901614	-415.598290	0.0
858.578925	-415.980221	0.0
858.256236	-416.362152	0.0
857.933547	-416.744084	0.0
857.610859	-417.126015	0.0
857.288170	-417.507947	0.0
856.965481	-417.889878	0.0
856.642792	-418.271810	0.0
856.320104	-418.653741	0.0
855.997415	-419.035673	0.0
855.674726	-419.417605	0.0
855.352038	-419.799536	0.0
855.029349	-420.181468	0.0
854.706660	-420.563400	0.0
854.383972	-420.945331	0.0
854.061283	-421.327263	0.0
853.738595	-421.709194	0.0
853.415906	-422.091126	0.0
853.093217	-422.473058	0.0
852.770529	-422.854989	0.0
852.447840	-423.236921	0.0
852.125151	-423.618853	0.0
851.802462	-424.000784	0.0
851.479773	-424.382715	0.0
851.157083	-424.764646	0.0
850.834394	-425.146577	0.0
850.511704	-425.528508	0.0
850.189015	-425.910438	0.0
849.866326	-426.292370	0.0
849.543638	-426.674302	0.0
849.220949	-427.056233	0.0
848.898261	-427.438165	0.0
848.575572	-427.820097	0.0
848.252884	-428.202029	0.0
847.930195	-428.583960	0.0
847.607507	-428.965892	0.0
847.284818	-429.347824	0.0
846.962129	-429.729755	0.0
846.639441	-430.111687	0.0
846.316752	-430.493618	0.0
845.994063	-430.875550	0.0
845.671374	-431.257481	0.0
845.348685	-431.639413	0.0
845.025996	-432.021344	0.0
844.703308	-432.403275	0.0
844.380619	-432.785207	0.0
844.057930	-433.167138	0.0
843.735241	-433.549070	0.0
843.412553	-433.931002	0.0
843.089864	-434.312933	0.0
842.767176	-434.694865	0.0
842.444487	-435.076797	0.0
842.121798	-435.458728	0.0
841.799110	-435.840660	0.0
841.476421	-436.222591	0.0
841.153732	-436.604523	0.0
840.831043	-436.986454	0.0
840.508354	-437.368386	0.0
840.185666	-437.750317	0.0
839.862977	-438.132249	0.0
839.540289	-438.514181	0.0
839.217600	-438.896112	0.0
838.894912	-439.278044	0.0
838.572223	-439.659976	0.0
838.249534	-440.041907	0.0
837.926845	-440.423839	0.0
837.604157	-440.805770	0.0
837.281468	-441.187701	0.0
836.958778	-441.569633	0.0
836.636089	-441.951564	0.0
836.313400	-442.333495	0.0
835.990711	-442.715426	0.0
835.668022	-443.097357	0.0
835.345333	-443.479289	0.0
835.022644	-443.861220	0.0
834.699954	-444.243151	0.0
834.377266	-444.625083	0.0
834.054577	-445.007014	0.0
833.731889	-445.388946	0.0
833.409200	-445.770878	0.0
833.086512	-446.152810	0.0
832.763823	-446.534741	0.0
832.441135	-446.916673	0.0
832.118446	-447.298604	0.0
831.795757	-447.680535	0.0
831.473068	-448.062467	0.0
831.150379	-448.444398	0.0
830.827690	-448.826329	0.0
830.505001	-449.208261	0.0
830.182312	-449.590192	0.0
829.859623	-449.972124	0.0
829.536935	-450.354055	0.0
829.214246	-450.735987	0.0
828.891557	-451.117919	0.0
828.568868	-451.499850	0.0
828.246179	-451.881781	0.0
827.923490	-452.263712	0.0
827.600801	-452.645644	0.0
827.278112	-453.027575	0.0
826.955423	-453.409506	0.0
826.632734	-453.791438	0.0
826.310046	-454.173370	0.0
825.987358	-454.555301	0.0
825.664669	-454.937233	0.0
825.341981	-455.319165	0.0
825.318887	-455.346498	0.0
825.318887	-455.346498	0.0
824.996204	-455.728434	0.0
824.673520	-456.110371	0.0
824.350836	-456.492307	0.0
824.028152	-456.874243	0.0
823.705469	-457.256179	0.0
823.382785	-457.638115	0.0
823.060101	-458.020051	0.0
822.737417	-458.401987	0.0
822.414734	-458.783923	0.0
822.092050	-459.165859	0.0
821.769366	-459.547796	0.0
821.446682	-459.929732	0.0
821.123999	-460.311668	0.0
820.801315	-460.693604	0.0
820.478631	-461.075540	0.0
820.155947	-461.457476	0.0
819.833264	-461.839412	0.0
819.510580	-462.221348	0.0
819.187896	-462.603284	0.0
818.865212	-462.985221	0.0
818.542529	-463.367157	0.0
818.219845	-463.749093	0.0
817.897161	-464.131029	0.0
817.574477	-464.512965	0.0
817.251794	-464.894901	0.0
816.929110	-465.276837	0.0
816.606426	-465.658773	0.0
816.283742	-466.040709	0.0
815.961059	-466.422645	0.0
815.638375	-466.804582	0.0
815.315691	-467.186518	0.0
815.111362	-467.428366	0.0
815.111362	-467.428366	0.0
814.788678	-467.810302	0.0
814.465995	-468.192239	0.0
814.143311	-468.574175	0.0
813.820627	-468.956111	0.0
813.497943	-469.338047	0.0
813.175260	-469.719983	0.0
812.852576	-470.101919	0.0
812.529893	-470.483856	0.0
812.207209	-470.865792	0.0
811.884526	-471.247728	0.0
811.561842	-471.629664	0.0
811.239158	-472.011601	0.0
810.916475	-472.393537	0.0
810.593791	-472.775473	0.0
810.271107	-473.157409	0.0
809.948424	-473.539345	0.0
809.625740	-473.921281	0.0
809.303056	-474.303217	0.0
808.980372	-474.685153	0.0
808.657688	-475.067090	0.0
808.338500	-475.451952	0.0
808.019312	-475.836814	0.0
807.700124	-476.221676	0.0
807.380936	-476.606538	0.0
807.061748	-476.991400	0.0
806.742560	-477.376262	0.0
806.423511	-477.761240	0.0
806.104463	-478.146218	0.0
805.785414	-478.531196	0.0
805.466366	-478.916174	0.0
805.147317	-479.301152	0.0
804.828269	-479.686130	0.0
804.509226	-480.071112	0.0
804.190183	-480.456095	0.0
803.871140	-480.841077	0.0
